ID,platform,title,score,audience_score,director,release,genre,subgenre,url
1542,Netflix,Rip Tide,55,,Rhiannon Bannenberg,2017,Drama,Coming of Age,https://www.rottentomatoes.com/m/rip_tide
1543,Netflix,Luciano Mellera: Infantiloide,55,,"Raúl Campos, Jan Suter",2018,Comedy,Stand Up,https://www.rottentomatoes.com/m/luciano_mellera_infantiloide
1544,Netflix,Menashe,55,81,"Josh Z. Weinstein, Joshua Z. Weinstein",2017,Drama,Independent Movies,https://www.rottentomatoes.com/m/menashe
1545,Netflix,The Girl on the Train,55,23,Ribhu Dasgupta,2021,Thriller,Suspense,https://www.rottentomatoes.com/m/the_girl_on_the_train
1546,Netflix,Mercy Black,55,23,Owen Egerton,2019,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/mercy_black
1547,Netflix,Swearnet: The Movie,55,33,Warren P. Sonoda,2014,Comedy,Parody,https://www.rottentomatoes.com/m/swearnet_the_movie/
1548,Netflix,Monsoon,55,69,Hong Khaou,2020,Drama,LGBTQ,https://www.rottentomatoes.com/m/monsoon
1549,Netflix,The Players,55,,Stefano Mordini,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/the_players
1550,Netflix,Nate Bargatze: The Tennessee Kid,55,97,Ryan Polito,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/nate_bargatze_the_tennessee_kid
1551,Netflix,Sebastian Maniscalco: Stay Hungry,55,94,Rik Reinholdtsen,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/sebastian_maniscalco_stay_hungry
1552,Netflix,Rurouni Kenshin: The Beginning,55,97,Keishi Otomo,2021,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/rurouni_kenshin_the_beginning
1553,Netflix,One,55,,Santhosh Viswanath,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/one
1554,Amazon Prime,One,55,,Santhosh Viswanath,2021,Drama,Coming of Age,https://www.rottentomatoes.com/m/one
1555,Netflix,Laddaland,55,85,Sopon Sukdapisit,2011,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/laddaland
1556,Netflix,BuyBust,55,69,Erik Matti,2018,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/buybust
1557,Netflix,Garfunkel and Oates: Trying to be Special,55,83,"Riki Lindhome, Jeremy Konner",2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/garfunkel_and_oates_trying_to_be_special
1558,Netflix,Travis Scott: Look Mom I Can Fly,55,,White Trash Tyler,2019,Music,Documentary,https://www.rottentomatoes.com/m/travis_scott_look_mom_i_can_fly
1559,Netflix,Uma Maheswara Ugra Roopasya,55,,Venkatesh Maha,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/uma_maheswara_ugra_roopasya
1560,Netflix,Fire in Paradise,55,56,"Drea Cooper, Zackary Canepari",2019,Documentary,Disaster,https://www.rottentomatoes.com/m/fire_in_paradise
1561,Netflix,From One Second to the Next,55,85,Werner Herzog,2013,Documentary,Special Interest,https://www.rottentomatoes.com/m/from_one_second_to_the_next
1562,Netflix,Residue,55,,Merawi Gerima,2020,Drama,Black Stories,https://www.rottentomatoes.com/m/residue
1563,Netflix,Dancing Queens,55,,Helena Bergström,2021,Comedy,Dance,https://www.rottentomatoes.com/m/dancing_queens
1564,Netflix,Company of Heroes,55,42,Don Michael Paul,2013,Action & Adventure,War,https://www.rottentomatoes.com/m/company_of_heroes
1565,Netflix,Jeff Dunham: Minding the Monsters,55,56,Manny Rodriguez,2012,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunham_minding_the_monsters
1566,Netflix,Half Girlfriend,55,38,Mohit Suri,2017,Romance,Coming of Age,https://www.rottentomatoes.com/m/half_girlfriend
1567,Amazon Prime,I See You,55,70,Adam Randall,2019,Thriller,Suspense,https://www.rottentomatoes.com/m/i_see_you
1568,Netflix,Septembers of Shiraz,55,42,Wayne Blair,2016,Drama,Black Stories,https://www.rottentomatoes.com/m/septembers_of_shiraz/
1569,Netflix,Mobile Suit Gundam II: Soldiers of Sorrow,55,,"Yoshiyuki Tomino, Yoshikazu Yasuhiko",1981,Sci-Fi & Fantasy,Anime,https://www.rottentomatoes.com/m/mobile_suit_gundam_ii_soldiers_of_sorrow
1570,Netflix,Manorama Six Feet Under,55,,Navdeep Singh,2007,Thriller,Mystery,https://www.rottentomatoes.com/m/manorama_six_feet_under/
1571,Netflix,Transformer,55,56,Michael Del Monte,2017,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/transformer
1572,Netflix,The Plagues of Breslau,55,,Patryk Vega,2018,Thriller,Crime,https://www.rottentomatoes.com/m/the_plagues_of_breslau
1573,Netflix,The Ruthless,55,38,Renato De Maria,2019,Drama,Crime,https://www.rottentomatoes.com/m/the_ruthless
1574,Netflix,Humpty Sharma Ki Dulhania,55,77,Shashank Khaitan,2014,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/humpty_sharma_ki_dulhania
1575,Amazon Prime,Humpty Sharma Ki Dulhania,55,77,Shashank Khaitan,2014,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/humpty_sharma_ki_dulhania
1576,Netflix,The Mars Generation,55,57,Michael Barnett,2017,Documentary,Science & Technology,https://www.rottentomatoes.com/m/the_mars_generation
1577,Netflix,Kidnapping Stella,55,,Thomas Sieben,2019,Thriller,Suspense,https://www.rottentomatoes.com/m/kidnapping_stella
1578,Netflix,Fan Girl,55,,Antoinette Jadaone,2020,Romance,Coming of Age,https://www.rottentomatoes.com/m/fan_girl
1579,Netflix,Chup Chup Ke,55,,"Priyadarshan, Kookie V. Gulati",2006,Comedy,Romantic Comedy,https://www.rottentomatoes.com/m/chup_chup_ke
1580,Netflix,Duck Butter,55,43,Miguel Arteta,2018,Romance,LGBTQ,https://www.rottentomatoes.com/m/duck_butter
1581,Netflix,Sand Storm,55,77,Elite Zexer,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/sand_storm
1582,Netflix,Nothing to Lose,55,,Alexandre Avancini,2018,Comedy,Stand Up,https://www.rottentomatoes.com/m/nothing_to_lose
1583,Netflix,The Resurrection of Gavin Stone,55,56,Dallas Jenkins,2017,Comedy,Faith & Spirituality,https://www.rottentomatoes.com/m/the_resurrection_of_gavin_stone/
1584,Netflix,Zion,55,,Floyd Russ,2018,Sports,Coming of Age,https://www.rottentomatoes.com/m/zion
1585,Netflix,Hazaaron Khwaishein Aisi,55,89,Sudhir Mishra,2003,Drama,Coming of Age,https://www.rottentomatoes.com/m/hazaaron_khwaishein_aisi
1586,Netflix,Freedom at Midnight,55,,Tinu Pappachan,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/freedom_at_midnight
1587,Netflix,The Black Prince,55,56,Kavi Raz,2017,Drama,Black Stories,https://www.rottentomatoes.com/m/the_black_prince
1588,Netflix,Budhia Singh: Born to Run,55,85,Soumendra Padhi,2016,Sports,Coming of Age,https://www.rottentomatoes.com/m/budhia_singh_born_to_run
1589,Netflix,Madame Claude,55,,Sylvie Verheyde,2021,Drama,Adult Animation,https://www.rottentomatoes.com/m/madame_claude
1590,Netflix,Jeff Dunham: Beside Himself,55,67,Troy Miller,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunham_beside_himself
1591,Netflix,Happy Anniversary,55,38,Jared Stern,2018,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/happy_anniversary
1592,Amazon Prime,Happy Anniversary,55,,Deep Basu,2021,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/happy_anniversary
1593,Netflix,Elisa & Marcela,55,60,Isabel Coixet,2019,Romance,LGBTQ,https://www.rottentomatoes.com/m/elisa_and_marcela
1594,Netflix,Manu,55,,Phanindra Narsetti,2018,Horror & Suspense,Arthouse,https://www.rottentomatoes.com/m/manu
1595,Netflix,Tony Manero,55,60,Pablo Larraín,2008,Drama,Coming of Age,https://www.rottentomatoes.com/m/tony_manero
1596,Netflix,Patton Oswalt: Talking for Clapping,55,94,,2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/patton_oswalt_talking_for_clapping/
1597,Netflix,Dukhtar,54,77,Afia Nathaniel,2014,Drama,Black Stories,https://www.rottentomatoes.com/m/dukhtar
1598,Netflix,That Thing Called Tadhana,54,94,Antoinette Jadaone,2015,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/that_thing_called_tadhana
1599,Netflix,Must Be... Love,54,,Dado C. Lumibao,2013,Romance,Coming of Age,https://www.rottentomatoes.com/m/must_be_love
1600,Netflix,House of the Witch,54,,Alex Merkin,2017,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/house_of_the_witch
1601,Netflix,Baazaar,54,56,Gauravv K Chawla,2018,Drama,Crime,https://www.rottentomatoes.com/m/baazaar
1602,Netflix,Line Walker,54,69,Jazz Boon,2016,Action & Adventure,Crime,https://www.rottentomatoes.com/m/line_walker
1603,Netflix,Jinxed,54,35,Stephen Herek,2013,Family,Coming of Age,https://www.rottentomatoes.com/m/jinxed
1604,Netflix,Mariposa,54,,Fajar Bustomi,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/mariposa
1605,Netflix,Legendary Weapons of China,54,,Chia-Liang Liu,1982,Action & Adventure,Martial Arts,https://www.rottentomatoes.com/m/legendary_weapons_of_china
1606,Netflix,The Wedding Party,54,68,Kemi Adetiba,2016,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/the_wedding_party
1607,Netflix,The Laws of Thermodynamics,54,47,Mateo Gil,2018,Romance,Science & Technology,https://www.rottentomatoes.com/m/the_laws_of_thermodynamics
1608,Netflix,Love You to the Stars and Back,54,85,Antoinette Jadaone,2017,Romance,Coming of Age,https://www.rottentomatoes.com/m/love_you_to_the_stars_and_back/
1609,Netflix,Monsters: Dark Continent,54,28,Tom Green,2014,Sci-Fi & Fantasy,Sci-Fi,https://www.rottentomatoes.com/m/monsters_dark_continent/
1610,Netflix,Mad World,54,85,Chun Wong,2016,Drama,Independent Movies,https://www.rottentomatoes.com/m/mad_world
1611,Netflix,Torbaaz,54,,Girish Malik,2020,Sports,Military,https://www.rottentomatoes.com/m/torbaaz
1612,Netflix,Kannum Kannum Kollaiyadithaal,54,89,Desingh Periyasamy,2020,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/kannum_kannum_kollaiyadithaal
1613,Netflix,Badland,54,,Justin Lee,2019,Western,Suspense,https://www.rottentomatoes.com/m/badland
1614,Netflix,Big Time Movie,54,45,Savage Steve Holland,2012,Comedy,Parody,https://www.rottentomatoes.com/m/big_time_movie
1615,Netflix,What We Started,54,,"Bert Marcus, Cyrus Saidi",2017,Documentary,Dance,https://www.rottentomatoes.com/m/what_we_started
1616,Netflix,Happy Old Year,54,,Nawapol Thamrongrattanarit,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/happy_old_year
1617,Netflix,Race 2,54,47,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",2013,Action & Adventure,Crime,https://www.rottentomatoes.com/m/race_2
1618,Netflix,Big Stone Gap,54,56,Adriana Trigiani,2014,Romance,Coming of Age,https://www.rottentomatoes.com/m/big_stone_gap/
1619,Netflix,Universal Soldier: The Return,54,24,Mic Rodgers,1999,Action & Adventure,Sci-Fi,https://www.rottentomatoes.com/m/universal_soldier_the_return/
1620,Netflix,Monty Python: The Meaning of Live,54,78,"Roger Graef, James Rogan",2014,Comedy,Stand Up,https://www.rottentomatoes.com/m/monty_python_the_meaning_of_live
1621,Netflix,Psycho,54,,Mysskin,2020,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/psycho
1622,Netflix,Brothers,54,62,Karan Malhotra,2015,Drama,Family Drama,https://www.rottentomatoes.com/m/brothers
1623,Amazon Prime,Brothers,54,62,Karan Malhotra,2015,Drama,Family Drama,https://www.rottentomatoes.com/m/brothers
1624,Netflix,Killa,54,91,Avinash Arun,2014,Drama,Coming of Age,https://www.rottentomatoes.com/m/killa
1625,Netflix,In Our Mothers' Gardens,54,,Shantrelle P. Lewis,2020,Documentary,Black Stories,https://www.rottentomatoes.com/m/in_our_mothers_gardens
1626,Netflix,Dry Martina,54,50,Che Sandoval,2018,Comedy,LGBTQ,https://www.rottentomatoes.com/m/dry_martina
1627,Netflix,Lommbock,54,56,Christian Zübert,2017,Comedy,Cult Movies,https://www.rottentomatoes.com/m/lommbock
1628,Netflix,The Lift Boy,54,,Jonathan Augustin,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/the_lift_boy
1629,Netflix,We Can Be Heroes,54,68,Robert Rodriguez,2020,Family,Kids,https://www.rottentomatoes.com/m/we_can_be_heroes
1630,Netflix,Close Enemies,54,38,David Oelhoffen,2018,Thriller,Crime,https://www.rottentomatoes.com/m/close_enemies
1631,Netflix,Maria,54,,Pedring A. Lopez,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/maria
1632,Netflix,We Are Young. We Are Strong.,54,69,Burhan Qurbani,2014,Drama,Black Stories,https://www.rottentomatoes.com/m/we_are_young_we_are_strong
1633,Netflix,"Kalel, 15",54,,Jun Lana,2019,Reality & Variety,Variety,https://www.rottentomatoes.com/m/kalel_15_jun_lana
1634,Netflix,Drunk Parents,54,17,Fred Wolf,2019,Comedy,Parody,https://www.rottentomatoes.com/m/drunk_parents
1635,Netflix,Caught by a Wave,54,,Massimiliano Camaiti,2021,Romance,Coming of Age,https://www.rottentomatoes.com/m/caught_by_a_wave
1636,Netflix,Barça Dreams,54,,Jordi Llompart,2015,Sports,Documentary,https://www.rottentomatoes.com/m/barca_dreams
1637,Netflix,Life Overtakes Me,54,67,"John Haptas, Kristine Samuelson",2019,Documentary,Special Interest,https://www.rottentomatoes.com/m/life_overtakes_me
1638,Netflix,Jeff Dunham: All Over the Map,54,45,Robb Dipple,2014,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunham_all_over_the_map
1639,Netflix,Iliza Shlesinger: Unveiled,54,85,Steve Paley,2019,Comedy,Stand Up,https://www.rottentomatoes.com/m/iliza_shlesinger_unveiled
1640,Netflix,Mumbai Meri Jaan,54,,Nishikant Kamat,2008,Drama,Black Stories,https://www.rottentomatoes.com/m/mumbai_meri_jaan
1641,Netflix,The Block Island Sound,54,,"Kevin McManus, Matthew McManus",2020,Horror & Suspense,Horror,https://www.rottentomatoes.com/m/the_block_island_sound
1642,Netflix,Recovery Boys,54,76,Elaine McMillion Sheldon,2018,Documentary,Special Interest,https://www.rottentomatoes.com/m/recovery_boys
1643,Netflix,Classmates Minus,54,,Huang Hsin-Yao,2020,Drama,Coming of Age,https://www.rottentomatoes.com/m/classmates_minus
1644,Netflix,Martial Arts of Shaolin,54,,Chia-Liang Liu,1986,Action & Adventure,"Martial Arts - This film's primary genre is Action & Adventure, but since it specifically focuses on martial arts, it can be classified as a sub-genre of its own.",https://www.rottentomatoes.com/m/martial_arts_of_shaolin
1645,Amazon Prime,Martial Arts of Shaolin,54,69,Liu Chia-liang,1986,Action & Adventure,"Martial Arts - This film's primary genre is Action & Adventure, but since it specifically focuses on martial arts, it can be classified as a sub-genre of its own.",https://www.rottentomatoes.com/m/martial_arts_of_shaolin
1646,Netflix,Sitara: Let Girls Dream,54,,Sharmeen Obaid-Chinoy,2020,Animation,Coming of Age,https://www.rottentomatoes.com/m/sitara_let_girls_dream
1647,Netflix,Mohenjo Daro,54,38,Ashutosh Gowariker,2016,International,Historical,https://www.rottentomatoes.com/m/mohenjo_daro
1648,Netflix,Greg Davies: You Magnificent Beast,54,97,Peter Orton,2018,Comedy,Stand Up,https://www.rottentomatoes.com/m/greg_davies_you_magnificent_beast
1649,Netflix,Ordinary World,54,47,Lee Kirk,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/ordinary_world
1650,Netflix,Phantom,54,47,Kabir Khan,2015,Drama,Suspense,https://www.rottentomatoes.com/m/phantom
1651,Netflix,Much Loved,54,56,Nabil Ayouch,2015,Drama,Black Stories,https://www.rottentomatoes.com/m/much_loved
1652,Netflix,Franca: Chaos and Creation,54,77,Francesco Carrozzini,2016,Documentary,Biographical,https://www.rottentomatoes.com/m/franca_chaos_and_creation
1653,Netflix,Freaks – You're One of Us,54,,Felix Binder,2020,Superhero,Superhero,https://www.rottentomatoes.com/m/freaks_youre_one_of_us
1654,Netflix,Class Rank,54,,Eric Stoltz,2018,Drama,Coming of Age,https://www.rottentomatoes.com/m/class_rank
1655,Netflix,Little Big Women,54,,Joseph Hsu,2020,Drama,Family Drama,https://www.rottentomatoes.com/m/little_big_women
1656,Netflix,Rocco,54,43,"Thierry Demaizière, Alban Teurlai",2016,Documentary,Special Interest,https://www.rottentomatoes.com/m/rocco
1657,Netflix,My Big Night,54,42,Álex de la Iglesia,2015,Comedy,Parody,https://www.rottentomatoes.com/m/my_big_night
1658,Netflix,The Blue Umbrella,54,,Vishal Bhardwaj,2005,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/the_blue_umbrella
1659,Disney Plus,The Blue Umbrella,54,73,Saschka Unseld,2013,Animation,Fantasy,https://www.rottentomatoes.com/m/the_blue_umbrella
1660,Netflix,Weed the People,54,69,Abby Epstein,2018,Documentary,Medical,https://www.rottentomatoes.com/m/weed_the_people
1661,Netflix,#realityhigh,54,31,Fernando Lebrija,2017,Comedy,Teen,https://www.rottentomatoes.com/m/realityhigh
1662,Netflix,Jeff Dunham: Unhinged in Hollywood,54,45,Michael Simon,2015,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunham_unhinged_in_hollywood/
1663,Amazon Prime,Jeff Dunham: Unhinged in Hollywood,54,,"Michael Simon, Matthew McNeil",2015,Comedy,Stand Up,https://www.rottentomatoes.com/m/jeff_dunham_unhinged_in_hollywood/
1664,Netflix,ReMastered: Devil at the Crossroads,54,,Brian Oakes,2019,Documentary,Music Documentary,https://www.rottentomatoes.com/m/remastered_devil_at_the_crossroads
1665,Netflix,Irul,54,,Naseef Yusuf Izuddin,2021,Horror & Suspense,Suspense,https://www.rottentomatoes.com/m/irul
1666,Netflix,Only,54,,Takashi Doscher,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/only
1667,Netflix,Juanita,54,47,Clark Johnson,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/juanita
1668,Netflix,Wonder Boy,54,,Anissa Bonnefont,2019,Documentary,Coming of Age,https://www.rottentomatoes.com/m/wonder_boy
1669,Netflix,Stereo,54,38,Maximilian Erlenwein,2014,Thriller,Suspense,https://www.rottentomatoes.com/m/stereo
1670,Netflix,Bwakaw,54,85,Jun Lana,2012,Drama,LGBTQ,https://www.rottentomatoes.com/m/bwakaw
1671,Netflix,A Grand Night In: The Story of Aardman,54,,Richard Mears,2015,Documentary,Special Interest,https://www.rottentomatoes.com/m/a_grand_night_in_the_story_of_aardman/
1672,Netflix,Sister Cities,54,56,Sean Hanish,2016,Drama,Coming of Age,https://www.rottentomatoes.com/m/sister_cities
1673,Netflix,My Amanda,54,,Alessandra de Rossi,2021,Romance,Coming of Age,https://www.rottentomatoes.com/m/my_amanda
1674,Netflix,A Second Chance,54,85,Cathy Garcia-Molina,2015,Drama,Coming of Age,https://www.rottentomatoes.com/m/a_second_chance
1675,Amazon Prime,A Second Chance,54,,Grayson Stroud,2019,Drama,Coming of Age,https://www.rottentomatoes.com/m/a_second_chance
1676,Netflix,Serious Men,54,56,Sudhir Mishra,2020,Drama,Independent Movies,https://www.rottentomatoes.com/m/serious_men
1677,Netflix,The Lovers,54,62,Azazel Jacobs,2017,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/the_lovers
1678,Netflix,The Lion Woman,54,,Vibeke Idsøe,2016,Drama,Black Stories,https://www.rottentomatoes.com/m/the_lion_woman
1679,Netflix,He Even Has Your Eyes,54,56,Lucien Jean-Baptiste,2016,Comedy,Black Stories,https://www.rottentomatoes.com/m/he_even_has_your_eyes
1680,Netflix,Ghadi,53,,Amin Dora,2013,Drama,Black Stories,https://www.rottentomatoes.com/m/ghadi
1681,Netflix,It Takes a Man and a Woman,53,77,Cathy Garcia-Molina,2013,Romance,Romantic Comedy,https://www.rottentomatoes.com/m/it_takes_a_man_and_a_woman
1682,Netflix,Dolly Parton: Here I Am,53,,Francis Whately,2019,Documentary,Biographical,https://www.rottentomatoes.com/m/dolly_parton_here_i_am
1683,Netflix,Hamid,53,,Aijaz Khan,2018,Drama,Black Stories,https://www.rottentomatoes.com/m/hamid
1684,Netflix,Russell Peters: Almost Famous,53,,Dave Higby,2016,Comedy,Stand Up,https://www.rottentomatoes.com/m/russell_peters_almost_famous/
1685,Netflix,Accomplice,53,,Jeremy Grant,2021,Thriller,Suspense,https://www.rottentomatoes.com/m/accomplice
1686,Netflix,Dude,53,33,Olivia Milch,2018,Comedy,Coming of Age,https://www.rottentomatoes.com/m/dude
1687,Netflix,LEGO Marvel Super Heroes: Avengers Reassembled!,53,,Rob Silvestri,2015,Animation,Kids,https://www.rottentomatoes.com/m/lego_marvel_super_heroes_avengers_reassembled
1688,Netflix,LEGO Jurassic World: The Indominus Escape,53,,Michael D. Black,2016,Animation,Kids,https://www.rottentomatoes.com/m/lego_jurassic_world_the_indominus_escape
